text,true_label,predicted_label,confidence
maza nhi aaya khali pili ka hauwa bna rakha tha song ka but like h ek honney bhai liye,neutral,happy,0.6873397
Tu wo km hee na kro jo batany ki qbil b na ho dear,neutral,anger,0.6862864
"Lockdown todne ke liye Mumbai ki Punam Pandey ko kiya ja Sakta hai, to inko kyon nahin kiya gaya ?",neutral,anger,0.6862354
belkul thek kaha gaya hai. MAN IS ESSENTIALLY EVIL,neutral,sad,0.6858751
Very informative lekin is video mn Island of dolls ki story ap ny apni aik aur video mn different btayi thi,neutral,happy,0.6856049
Sun is setting in the west side ... please thora dehaan rakha kero werna tumhe bhi uthwalungi,happy,neutral,0.68526983
Nice but bro please bill gates ki kahani share kro please jo duniya ka sab ammer tareen insaan he,happy,neutral,0.6850551
Very very sad song God kisi ki life me aisi kismat n likhe,fear,sad,0.6849662
Ladki ghooght me rhe tho achi warna bigdi h.according to indian mind.,neutral,anger,0.6849473
Bhai sirf dinosaur hi bnoge..ya kabhi dil bhi dinosaur jitna bda kr k dikhaoge. Donate krne se thodi si wealth kam bhi ho gyi to...kya hua...upr sath leke jana hai kya sab ? sikho inse.... RealHeroSonuSood,neutral,anger,0.68469137
"EconomicPackage Lockdown4 PMModi modiat8 ""Arre pahle koi batayega lakh crore mein kitne Zero hote hain?""",anger,neutral,0.68440235
ab tumara tribe wazir hai jab tumay koi kahe k afghana k kisi israeli tribe se apne tribe ka shajra milao to tu kaho ge wo sab israeli tribes to lost ho gaye poray asia europe mai wo un tribes se in tribes ka shajra milana to imposible q k sab connection lost hogae,neutral,anger,0.68423223
Dont worry girls... Sasural waley tou her bar pe naraz hotey hain. LOL,neutral,happy,0.68416655
Guys honey Singh ke liye ek like Agar song achha Laga ho to,happy,neutral,0.68406475
OMG Yo Yo Honey Singh,neutral,surprise,0.6838929
Tum to bata do tumene Kitna donation Kiya ya rupee k liye tum bank k Bhar line laga do bol do,neutral,anger,0.68335927
Jani b praak live or bhi achha h I like it,neutral,happy,0.6830253
Bhai sorry main aapka or apki voice ka or apki videos ka fan hu but ye information thori galat h but sabse pehle ye patiala k maharaja k sath hua tha aap google p check kar sakte h... Bura feel mat Karna bro btana farz tha baaki lots of luv from india....,neutral,sad,0.6828033
Han ji v nice info Istarha ki tanzemy kash yh soch ly k ek din sab ny mar janna h jhon aliya ny kia khob kaha hasen taren ho k ameer taren ho k ya fr zahen taren ho k b akhr ek din sb ny mar jana h may ALLAH BLESS US all ameeen,neutral,happy,0.6822057
Hello guru Randhawa Rahul Singh Guru Randhawa aapse milna chahte h And so sweet song,neutral,happy,0.68213254
acha ? kia eid is trah manane ka btaya gya ha? hindu culture k sath? or turk dramas se sakafat ko khatra ha identity complex ha?,neutral,anger,0.6820785
Aur sir ek aps aur website aysi hain Jin main ap Pakistan k kisi network k kisi num ki details le sakty un k khelaf koi cyber crime ni ata?,neutral,anger,0.6813178
"Jo Hindu Muslim ki Politics kar rahe hain ya slang words use karte hain, inka followers kam kiya ja raha hai.",neutral,anger,0.6798522
"Mujhe darr to raat ki roshni se hai, Jeena to mujhe din ke andhere ne sikhaya hai ! wordsworthlove",happy,sad,0.679136
Mera weight ho gya h thoda sa bhari # Yo Yo honey Singh......,neutral,happy,0.6788058
Sorrry Mera bhi fav hai,neutral,happy,0.6776011
Mainy thori likha hy yeh article yeh hy bhi koi indian he shaid news agency tou indian he hy.,neutral,anger,0.6771188
"*After every min* Me: My momimag naam ka cheez hi nai iss ladki ko, mai kya kru iska.",neutral,happy,0.67668325
PFI agent hai tu aur congres,neutral,anger,0.6766461
Ok sir but mera manana hai ki th or th k students k liye summer vacation mai schools open krwaye jaye jisse unki studies mai rukabat peda naa ho Thank you sir,neutral,happy,0.6754829
Sir phr tou me aik proud punjabi ho tou kia mujy b kehna chahye k mashraqi punjab ko ghlat taqseem kiya gya?,neutral,anger,0.67527723
Kitna negativity hai yaar.... kabhi toh positive socho,neutral,sad,0.6751855
"Account tu purana , purna chawal hai",neutral,anger,0.6745744
"hai..mai toh sab maanti hun..mai toh ye bhee maanti hun ki inka roka hogya hai...shaadi lockdown ke baad hai...as far as gandh roko toh woh jab tak kuch log apne aap ko maa baap samajhna band nai karte , nai rukega...",neutral,anger,0.67421114
Guru na Kare hera phereian my favourite line,neutral,happy,0.6738582
"Point yeh hai ,yeh Akshay ko great bana rahe hai,he apologized on mD's behalf,yeh kabhi nahi suna aajtak.",neutral,happy,0.67382157
Kashmir mein freedom fighters bhi aur Ab UK Aur USA jesi countries b haath utha rhy hain Aur Abhinandan tu bhool gaye Haha Puri duniya Ki media Aii thi pr tumhri surgical strike k Nishan na mila Lakin humy abhinandan mil gya Ab yr baray unit k sath ana,happy,anger,0.67287755
PM NarendraModi announces economic package of Rs lakh crore in . Alliteration unintended. Lockdown4 ho raha hai ya nahi?,surprise,neutral,0.67235917
"Sir Interest ap na kaat dia, GST ap na khatam Kar Diya aur exports bhe zero rated. Aik Income Tax reh gaya ha woh bhe khatam Kar dain tu Government pher bantaay khailaay kyunkay divert karnay ka liya kuch reh nahe gaya hoga.",neutral,anger,0.67228043
"Achy sy nazar aa ra h kis ka no h. Girgira k maafi tm log mang ry. ""Please go back"" tjy m ny prove dia tera Abhinandan ye e bol ra tha k indian media barha k baat bolta h. Logon ko pagal bnata h. Asliat dekh phr rona prta h.",happy,anger,0.6719595
sir date batao konsi hai... Pubg khelne se bethe hain yar.. abhi tak to chicken dinner a jata lockdown modi modilive narendramodi,sad,anger,0.67103064
May be chahe koi bhi political party ho harass public hi hoti hai. So instead of to change a party there must be procedure to change the system,anger,neutral,0.6709934
Mere Sath v Kuch Aisa hi ho Raha Thanks Babu Mere Sath Dokha Karne Ke liye I Was Totally Crying,sad,happy,0.67032933
: Aag Paani Hawa Chahe kuch b Akshay Sir jaise fearless raho Or problem ko face kro MOS_DrSingh_HelpUS,happy,neutral,0.6701247
Aaj you tube hang hone Wala hai Because king is back,neutral,happy,0.6700094
PMCareGate PM Chor hai,anger,neutral,0.6697079
Sonu bhai aapko Mera massage kab milega meri bhi help karo bhai,neutral,happy,0.66866183
Hello bb please help meMeri Maa ICU me admit hai Ap apne views se pray krne ko kho ki meri Maa thik ho . I am your big fan,sad,happy,0.6669687
bhai ap itni information kasy collect karty hai or kahan se .wow it's awesome,happy,surprise,0.6668532
Ju industries bijli pe nhi chalti ya julast year mazkora maheeno mein close thi unko kese compensate karengey?,neutral,anger,0.6661975
bhai ap dekh sakty ho mene dp change kar lia he sorry us ke liye bhai ab to bata do thumbnail kaise banate ho plz i m helpful,neutral,happy,0.666156
croroo my se croroo logo k pss tolit hi nii hai jnb kbi sch b bol liya kroo,anger,neutral,0.66583633
Is banday ny b ki subsidy di thi.. sabse bara chor to yeh khud hy..,neutral,anger,0.6656088
Bhai pubg mein winning chance chod kr aya hun apka song sunne,neutral,happy,0.6645564
Pmln pppp ki dushmani ko dosti or Imran Khan Kay shuker guzar Hain,neutral,anger,0.6633121
Ap kitne ache hain from kon hain india hit like if u r india,happy,neutral,0.662899
Assalam o alaikum sir g hun sab Pakistani ap k sath hain...kbhi kisi crapt shehks sy nhi darna,neutral,sad,0.6625184
"Ummmm....not so good Guru ke level ka nii hai ye song Lahore,High Rated Gabru are still on top.",neutral,happy,0.66248816
Lolz corruption ko corruption na manay wali qoum k liye koi kuch nh kr sakta,happy,anger,0.66225594
Honey Singh ke naam pe likes maaro. Honey Singh is back,neutral,happy,0.66222894
achambhit joker ko dekh kar video ko dekhne ka dil nai kiya pata nai aajkal doremon ki shakal se allergy si ho gayi hai,neutral,anger,0.6621145
Honey Singh ke song me pehle Jaisi baat nahi rahi if you agree like,happy,neutral,0.66208315
sir mohali and chandigrah mai bahut labour hai jo apne ghar jana chahti hai pls help them,neutral,fear,0.66122156
thek ho gya.phly jis ko vote dety te to kia on se behtr ni hy????agli dfa phr nawaz shrf ko vote de dena ya imran khan k tarah khud election lar lena,neutral,anger,0.66103625
Yes that was heart breaking episode.. sab sapne main,neutral,happy,0.6606636
where is your acha kaam randi ke bache,anger,neutral,0.66025656
Asa nh hona chahiye tha apni hi betti ke sath i can't be liveable ywr...pata nh kasa baap ha...ab kia betiyan apne fathers pr bharosa hi karna chor de...zamana bht badal gaya ha sach ma apni hi beti ke sath asa kia,sad,anger,0.66012764
Sir request hai ab lockdown khol do ab koi option nahi h ki kab tak aur kaise gher me rahein,neutral,fear,0.6593775
Aapka khufiya camera kahan kahan ghoomta rahta hai!,neutral,anger,0.65934545
"Sir aisa kyu lagta hai ki Nitish Kumar ek JDU leader ke rup me kam kar rahe hai? Waise Sir wo ek CM ke sath ek party ka President bhi hai. To unhe dono chiz dekhne parte hai, waise aap bhi samjhte hai .",neutral,anger,0.6590853
"Ye Awaam fazol cheezon pe yaqeen krnay ke liay tyaar hai mgr corona pe nhi, hr cheez ko mazak samjh leti hai , Jis trah ke halaat dekh raha hun, I fear buht hi buray scenes honay hein hafty tak.",fear,sad,0.6575665
don&39;t mind hum gasa bhi hai jahil nahi hai,neutral,anger,0.657303
Lockdown ka kya hoga? COVID9 NarendraModi,fear,neutral,0.6570579
Dukainain band Karobar band Har chez band kahan sy dein in halat mein UCP ki hectic feeses rehamkhaoUCP studentsneedmediasupport studentskisunlo,fear,anger,0.65648174
Guru ji aapko kya ho gya...we want party songs from you hmesha ase thnde song mt lao plz...jitna w8 aapke songs ke w8 krne mai jata hai sunne ke baad uski maa bhn ho jati hai...,neutral,happy,0.6548597
Preeti jee.....jaan se maar dijiye..... March se lockdown mei hai....,anger,neutral,0.6543133
hona chahhye progarams jo tuhfet gifts milney chahhyein maggr be hajabi wahhayati hath galey lagana motr bike k pechey bathana sath jurna no.islaam k mutabiq ho islami deni sawal hon histry k sawal hon nabi pegembron ki zindagi par sawal hon talawate quran phr jo dena dein,neutral,anger,0.65399724
": Sir beds bada lo , bhaut jaldi log maar rahay hoge roads par or hum kuch bhi nahi kar sakege . HUM STUD",neutral,sad,0.6536162
Kuch line sir ke liye jo bhai ne likhi hai. sonusood sonurocks rjraunac SonuSood_A_Real_Hero,neutral,happy,0.6535712
Allah ap k liye asaani peda kare,neutral,happy,0.6534098
I don't believe it yaar koi itna pagal b ho sakta hai k facebook per friend ship Facebook per piyaar,neutral,surprise,0.65340275
please sir aap ki taraf sa aavi tak koie v help nahi mila din ho gaya aap na bola tha ki help karaunga,neutral,fear,0.6529728
Pappu se tution li thi kya,neutral,anger,0.65233296
BilawalBhuttoTheLeader Sindh se taluk rakne wale Federal minister Sindh Ke khilaaf ghalat bat karte hai.,neutral,anger,0.6519497
largest waterfall excited girlfriend ... baap re kaun hai .. wahi main samjhu pani ki itni killat kyu hai.. mohalle ka sara paani tou bedsheet dhone me jata hoga..,neutral,happy,0.65161186
Choro jnb e Aliya Hudd hai waise Pata nhi dill rhakti hi nhi ap maafi ka pocha us pay b ASA tanzia jwb,sad,anger,0.65086484
Itna wait kiya hai ab lg rha hai late hogya hn,neutral,fear,0.6505961
U r to hero of news channel's y r u scared continue ur HINDU MUSLIM TIRADE tera kya kar lega koi,neutral,fear,0.6496222
Hlo sir I am new here sir app dunya ke mahngi taren cars ke video banya plZzzzzzzz,neutral,happy,0.6490224
Pakistan ma har ghadar ka name chlta ha jes na wafa ke os ke zuban cutting kar de gai ..17 to history check kar lo,neutral,anger,0.6483166
Madam fake news hy wo asa kisi ki bat pa yaken kr laty ap log,neutral,anger,0.6468454
Bhai aap zati tor par aap mujhe kafir samjhaine ya kuch aur main zati tor par aap ko kia samjhta hoon it diesnt matter. Baat asool ki yah hai kia riasat kisi ko kafir ya muslaman samjh sakti hai ya is baat ka faisla kar sakti hai. Answer is NO.1/2,neutral,anger,0.64664024
Ye Austria ka sacha waqia (qissa) hay . Magar afsos ke austria mein mott ki saza nahein di ja sakti isliye waha ye hota rahe ga .kitne jurum chup jate hain. Ye ik bahar aagaya. In gulf countries only on saza death penalty. (Sazaey moat) zinda bad.,sad,anger,0.64554095
Alhumdulilah sa molvi hazrat apni zimadri pori trah nibha rahay hai. . Molvio par attack karna k bijay ap imran khan sahab sa request karai k wo action lai .police hai media hai un sa kahai k wo kio khamosh hai ?,neutral,anger,0.6454448
Rashid would easily get SRT . .. reason is SRT was not able to read Saeed Ajmal hand. And Rashid to phir bht he ajeeb hath ghumata hai...,neutral,anger,0.6454107
Ridhiiiiii babyyyyy kahaa or hai tuuu,neutral,happy,0.64401937
Waqar zaka ko choro kise mahzabi researcher ka jawb dia huaa kise muslim country kain sudia pak turqi kise angrezo ko kia batanaa apky khagzi khalifaa nay jin ka apnaa kalmaa tk nai phele muslmano kain country ko batao kain tm kafir nai phr tablegh karna asy koi faida nai,neutral,anger,0.6431503
Being jobless No income No tax No buying power To kya local vocal kare Do u hv smthing for such peoples Who are waiting for their confirmation and co's are giving lame excuse of lockdown,neutral,anger,0.64296156
One more saza ha one people no this every one put the man in the ice And ice berat hir,neutral,anger,0.64195526
Siachen strategic point sy important nai Jo important tha wo hamny main tops py kabza kr Liya jis main peak b ha jis sy LEH-SRINAGAR highway Ko bnd kr k hour main sb bnd kr skty ha,sad,neutral,0.64022475
Sudhir Choudary wo tihaad jail wala hai tu bhai.... Keep it up Sudhir Choudary ka news dekh kar taras aata aisa lagta kisi ka pressure hai us par.,sad,happy,0.6400506
Khaali khaali ankhion mein Tu hi basa tha Mannat muraad meri Tu hi dua tha Choron khudai sari Sara jahan choron Choron na daman tera Chun mein khwab sarey Raahon se teri jaana Tujh se naseeba hai jura songoftheday,neutral,happy,0.63987935
Ya tu ayk hafiz Saeed hay soucho agar pori pakistani awam our Pori Pakistani Amry Agyi Tu India ka kiya hal ho ga.,happy,anger,0.63910776
"Zahid Zindabad...kya entry ki thi Pari k ghar mein...Alvida VISAAL n ZahidAkku, Nahid, Munna aur Doodhpatti....n off course iska background music.... ye sb is dramey ki jaan the",happy,anger,0.63898236
sir meri job chali gayi hai please sir mujhe job dijiye sir main rent par rahta hu. Rent kaha dunga mera saal ka ek beta hai uski school ki fees deni hoti hai roj ke kharche hai please sir meri help kare .,neutral,fear,0.6389323
Kab aye ga wo waqt blke kabi nhi aye ga,sad,neutral,0.6386216
Yall stop cheating on people u love sahi baat hei,neutral,anger,0.6385772
Maine bahut se sad song dekha hu Lekin ispr fida hogaya aur khas ice Cream secne pe I love this song,neutral,sad,0.63841134
Guru sir I always songs like me me requested for you ishare tere very nice songs and me big big big big big fan of you and jo jo chata hai ki guru sir world ke best singer bane please like her,neutral,happy,0.63822156
agar may din pizza bi eat karo to kam hai i like pizza so much,neutral,happy,0.6376836
Boht hi koi jahilana video hai. Is se sirf yehi pata chalta hai k jamat k log jis Islam mein shamil honay ki baat ker rahey hain unhe Islam ka alif bhi nai pata.,neutral,anger,0.63756925
Yo Yo Fans Kisko Kisko Ye Song Mast Laga Mujhe Toh Mast Laga,happy,neutral,0.6374263
Class hai bhae.,neutral,happy,0.63648134
"Sir tisri line arz kiya hai, "" Pakaude lag gaye jo banane chale the global""",neutral,anger,0.63513476
Madam ab aap chahti kia hain? Apni nokri bahal ?,neutral,anger,0.6334142
Trend peh daalo gaane ko bencho (: bhai is back,anger,happy,0.6327041
AskAamirLiaquat As a MNA Ap ne Ab tk Karachi ki Behtari Kay Liye kya Kiya Hai ? Or PTI Govt se Aesi kya tawaqo thi jo ap ne PTI join ki ?,neutral,anger,0.6324468
Please don't dislike i request mc salo tu.hre baap hai yo yo,anger,neutral,0.6321843
"Bhai sahab entertainment k liye kyun daikhain hum? Content daikhain near to reality hai, ab wali ya warriors toh dramas nahi banayen ge dramas actor hi banayen ge, drama mein jo actor hain woh Ertugrul nhi hain pr IA es suchy content ko daikh k kaien Ertugral paida hon ge.",neutral,anger,0.63133
Oh nishai Chanel kM ni Miter hai,neutral,surprise,0.6304248
jisne mujhe ye song dedicate kiya tha usne mere sath bhi aisa hi kiya I hate him,sad,anger,0.6286488
ye to wohi dalain gy jo pakistan k khilaf hain .or balochistan ma aman nahi chahty .,neutral,anger,0.62726563
"At the end of it, ye tamam cash k system he khatam krdy ga tamam banks ko block krdega ghurbat ka inqelab ajaega or hum sab ko ghulam banany ka dasesa raky ga, magar ye chaal shoro hoty he imam mehdi ayega or phir isa a.s ayega or rd war start hojayega or ALLAH mujhy tab tak zinda rakhy magar Jawan ky ye tamasha dekho <3 luv it",neutral,anger,0.62677497
Congress kgud kali hai hume apne PM per pura faith hai hume unse koi hisab nahi lena to tu kaun hota hai hisab mangne wala jab public koi problem nahi,neutral,anger,0.6265335
Asalam.o.alaikum ahsan Iqbal sahab sir aaj utility store Khewra gia counter Jo banda mojood ha kilo sugar ka packet chahia os na kaha is k saath or cheese bih lo mai nay kaha sugar kilo Lee ha khata ha or cheese bih lo kilo sugar ka packet nahi danaa,neutral,anger,0.6260124
Abb isho boy badsha na hi yo yo honey Singh hoga hit like if you agree,neutral,happy,0.6254327
Ab tak is kanoon ka na aana congress ki policy batati hai.... Ye kanoon toh saal pehle aa jana chahiye tha Please population control act lao warna kudrat khud hi kam kar degi,neutral,anger,0.62284696
Media ka yahi kam baccha hai,anger,neutral,0.6227899
"ArnabGoswami ""Puchhtaa hai Bharat "" Programme does not mean an anchor represents the whole nation and he can be protected from the proceedings laid in CrPC. No one is above law.",neutral,anger,0.6224007
Bare shopping malls me ghareeb insan nai ja sakta... Is liye band hain... Ghareeb insan apne haseyat ke mutabiq he cheez le sakta hai,neutral,anger,0.6221909
Trailer double digits mai aane vala hai Full song i wish digits (1million ) mai hoga Will be the first indian song to touch the great MILESTONE of BILLION YO YO,neutral,happy,0.62212807
On ka to is ny name lana e lana tha kui ky ager on ka name na lata to any sary os ky gal par jaty lakan ko nai ziada ap ky e ha chor,neutral,anger,0.62078404
pls help Shubhangi (mob. ) from virar mumbai to reach her village at sultanpur. Pls arrange a seat for her in any of ur bus going to Lucknow or Prayagraj.. Sonu paji help mil paye na mile lekin ap dil jeet chuke ho,happy,neutral,0.6204897
covidindia in Maharashtra death percentage is .% and Gujrat death percentage is .%. so first apply president rule in Gujrat. years in politics ho Gaya par abhi tak itni calculation Nahin aati. India k kuch politician to . Barbad Kar doge INDIA ko .,fear,anger,0.6203195
Bhaisaab aap sirf music banaiye. Idhar udhar aapke bas ki baat nahi hai.,neutral,happy,0.6197782
: Gud mrng behno or betion kaisi kt rhi h raten lockdown m umm yahan sb sex chat ki bukhi h kisi ko life ki baten exper,neutral,anger,0.6192208
Kyu dalte ho ase song abhi tuk aapka thoda bhot fan tha ab to bo bhi nhi rha itne din se y dekhna tha pura mod of kerdiya yar,anger,sad,0.6189395
As salaam o alaikum sir Sir India LOC ki aye roz khilaaf warzi kr raha hy civilians ko target kr raha hy ap se guzaarish hy k iss k her attack ka moonh torr jwb dain kiun k aik sacha Muslim mout se ni darta me kya poori awaam ap k sath hy,neutral,anger,0.618524
Aree Vo Chahte hai Ki yeah tino Ladte rahe or hum Apna Song Uper le jaye usdin inki bahut Besti hogi Sabi Channels per,neutral,happy,0.6182493
Kia couranavaris ka haal sirf lock down Hy Kia aap logon ko ye ilam nai k ghareeb dehari. Daar mazdoor ka Kia hoga or masjid band krke Kia couranavaris Kam hua Kia madaris or tabligh pr ilzamat k bocharr laga Tom ko Kia mill Murad Ali shah,neutral,anger,0.61797255
N when he asked r kia chiay she said makeup n he actually gav her body shop ka full kit on her birthday party,happy,neutral,0.6178476
: Bola tu koi Political leader bhi nahi chahahye hakomat ka hu ya opposition ka,neutral,anger,0.6175542
Chalo shukr hai wrna ghr k bhar plate py likha hota 'pyaar nhi mar',neutral,anger,0.616399
Tum logo ko chhodo follow ka krna unke amal unke sath hain...Nooh a.s ki bete Iman ni laye...aise hi Wafat pa gaye..Nabi k bete hote hua b iman ni la paye..Allah jise chahe hidayat de ..uske amal uske sath hai..logo ki chhodo..daleel do apne ques. Ki tum bs,neutral,anger,0.6155114
Hindustan k Hindu q ro rahay hain Bhai..? Kia un ko cow urine peenay ko nae mil raha? Please china say request karain in Haramiyoun ko aur maarain. Do more china please laddakh,anger,neutral,0.61217076
Pakistan k sary jheelu k bary may detail say btai like jheel saful malooq or doodi path sar ki details we waiting,neutral,anger,0.61190426
Guzara hai Past songs of him far better than this,sad,happy,0.6115056
Wah g wah Economist bun gae. Another arastoo. . Bhai SB Allah Ka nam lo aur apna Kam kero and let to do his work. By the way what is ur qualification .,anger,neutral,0.6111395
Virus is here for years. No doubt about that. Lockdowns ending was inevitable. The need of the hour is genuine public awareness with strict regulation of SOPs. Qoum jahil hona sab say bara masla hai is waqt.,neutral,anger,0.60995984
"first of all, idhar bache bhi he, so don't show your face often koi mar var jayega didi ndly,..... jane de, tu samajhna chahti toh bat hi kya thi",neutral,anger,0.6093816
Bilkul hum log welcome krenge,happy,neutral,0.6082127
Story kya thi koi batayega .....i am confused,neutral,surprise,0.6078594
Sis Aq khan pukhtun nhi waisi is bat ko condemn karte hai as a punjabi,neutral,anger,0.6066921
"Railway is not looting anyone. Kam capacity hai to kiraya badhaya hai jisse ki lagat nikal aaye, jise mehenga lag raha hai wo na jaye",neutral,anger,0.6060803
Hum to bhai bolte ge china ko or. Beta champions trophy k baad baap kon he sari dunya ko pta chal gya he,neutral,anger,0.60549283
bhai sb bahut khobsurat set hy battery time one week+ hy r sms memory sms hy,neutral,happy,0.6053612
Han g mai.apka Friend tang krna apka Qaumi Fareeza hai,happy,neutral,0.6044075
"Maut Ya zindagi ... ""ALLAH better knows""",neutral,happy,0.60425663
Abb pata lagg gya Rolls-Royce kon hai.? Badshah. King is back,neutral,happy,0.6042263
to aap ka wazeer azam awam k ahtram mein parliament me jawab dene kb aaega,anger,neutral,0.6039209
Sbki maa hoti h isme MAA ka Kya kasoor bolne ka rights constitution Mei. H iska mtlb ye nhi tum gali doge uske MAA ki,neutral,anger,0.6036379
Bout Acha set hy battery timing outclass hy camera bhe Acha hy is set ko khreed kr ap ky passay Zia nhin hoin Gy,happy,neutral,0.6029329
Garib ka kya hoga ji,fear,neutral,0.60278285
Bhai Log koi panga nae h View ka honey bhai hamesha hang krta views ek ek view count hoga bs dkhte jaao king of king'S is back,neutral,happy,0.60176873
Hum mohali se Gorakhpur kaise jaye AskCaptain ? Kuchh din pahle aapki Ne hme ye kah kar wapas bhej diya ki koyi bus nhi hai. Train ka bhi kuchh malum nhi . Kab ? Kaha? Kaise jaye? Aap btaiye Aapse bhrosh uthta ja raha hai.,fear,anger,0.60153574
Shukar ha wazahat kar di nhn to main to samajh rha tha k pta nhn kis cheez ke professor ha sara din aur raat to tweeter per hoti ha is k students to bus galian he dete hon ge,neutral,anger,0.6009365
u both love Sid dont fight tension ho jaati hai. Waise hi badi negativity chal rahi hai,fear,sad,0.60047036
sirf afghans ka zikr babar k dor mai milta hai fata kpk mai wo b jab lodhi ko rule mila delhi mai tab r afghanistan ki riyasat pehli dafa abdali k dor mai creat hui,neutral,anger,0.6003101
Jee mai usually uber nahi chalata. Drivers rakhay huay hain na. Wo tou bore ho jaata hun tou chala laita hun. Mera DUBAI mai business tha APNA abhi wapis aya hun. Miss aap ko aik BAAT kahun?!? (Nahi please nahi kahein),happy,anger,0.60023415
Baki logo ka bhi kuch karo bechare marr rahe hain UAE me.,sad,neutral,0.59760886
Love ....bulshit ... Sab dhoka...its just a time pass ... Koi bhi saath ni detaa .. Sab ko majbooriyan pyaari hoti hain ...pyaar ni,anger,sad,0.5970673
Isme Narendra Modi ki galti hai right?,neutral,anger,0.59631526
M kl yhi sochri ti rashmi ki news ni aari lo aagyi,neutral,anger,0.59608215
: Or jiney k liye kya tu mutton or chicken khilayega ??,neutral,anger,0.5953962
Me n my girl go for a picnic &amp; the guards come &amp; say arre yaha mat baitho please waha jao,happy,neutral,0.5951079
Yeh kaam mujhay zardari ka lagta hai. Shahbaz ko dhokay se bulwa k nab ko kuch din us k peechay laga k khud sakun mein hai.,neutral,anger,0.5948346
Bhai me unka Himayati nahi ho or mera Qibla darust he. Me sirif itna kehna chah raha hoo ke Hakomati Wazir ko thora tareeke ke language use kerni chahye. nd ye ke mujay is waqay ka illam nahi tha na abi tak he is trend ke bary me mujay as a human being jo munasib laga me ne kaha,neutral,anger,0.594602
Kabar khod deya h Kuch mc singer k lea,anger,happy,0.5941578
aur sunao machar colony kesi ja rahi hai,happy,neutral,0.59350944
ab bunda aik drama mein dekhy (jo ky log agy be dekhen gy) aur expect kare k actor /27 ki posts foran se mein delet kr dy.. It is just absurd!!!!.,neutral,surprise,0.59292316
Baki sabhi news khatm ho gai hai kya.,neutral,anger,0.5920246
Is mobile main G ni ha G bhi mar mar k chalti hai Bht Hang hta hai Is phone ki sirf battery bht achi hai Sir Qinfinity series main Sirf Qinfinity Acha hai,anger,happy,0.5906357
"GoodMorningTwitterWorld Subah Subah zindagi ki shuruat hoti hai, Kisi apne se bat hoto khas hoti hai, Hns ke pyar se apno ko GOOD MORNING Bolo, Khushi apne ap sath hoti hai. GOOD MORNING Please Subscribe My YouTube channel",happy,neutral,0.5902808
Matam kare ar ghareeb jis ne balochistan me taleem asil ki aor ab khwar hokar subai job ke peche zaleel horaha hai,sad,anger,0.5895313
Qadeem Misari dastawizat ka inkishaf...Suraj hazaron saal pehly maghrib se nikal chuka hai. Ye video dekho..Watch this video:,neutral,happy,0.5883647
I don't love you rah gaya ghar mein,neutral,sad,0.588165
Over use of sexual energy is the biggest ever reason of losing beauty and health. Guys and girls hr wakat galat sochna or shadi k baad bohat ziada sex karna sb sai badri wajha hai burahpe ki.,sad,anger,0.5881506
Guru Sir.. Am Your Big Fan PlZzz phir se Patola Jaisa koi Song Banao....,neutral,happy,0.5881168
DhamkiJihad sir first time aisa lag rha hai ki koi hai jo sach bol rhe hai india ke liye aur hmare liye.....so sir aap lage rho..hum sab aapke sath hai SudhirChaudhary Jihad dimak ki trh pure india ko khokla kar rha..ZeeNews,happy,anger,0.5879305
Lakin Mera experience aap say bilkul Ulta hay sarkar Shadi Kay jitna time guzara jata hay bv say love bherta jata hay,neutral,sad,0.58724374
Is Project Main Se Sindh Balouchistan Or Pukhtonkhaw Ko Faida Milay Ga? Ya In Province K Logoun Ko Jobs Milain Gi? Ya Sirf Ek He Soobay Ko Nawaza Jaye Ga?,anger,neutral,0.5866399
"Thoda kam bhi kar liya karo, ghar c bahar aakar. Gov't hi job kyu de?",neutral,anger,0.586473
Same chaho tou main juta mar kar kamrain main kundi lga lun,happy,anger,0.5863779
": Once I start listening to a song , I listened to it about times to make sure kay mazeed acha na lagay !",happy,sad,0.58627814
"Aa gaya King of YouTube, t series",neutral,happy,0.58567065
MalikRiaz name laty howay Dar lagta hai,fear,neutral,0.5851464
Ap ne aj bhi hello friends kaha.. if you dont mind ... Assalam-u-alikum kehna acha rahay ga,neutral,happy,0.58443004
Imran khan NY nahi earn keya. This is enough for us. Kaptaan Zindabad Sub choor qabbo aain gay. Inshallah,happy,anger,0.58442926
full song hai yr,neutral,happy,0.5829632
Youtube ho gya hang bcose yo yo comes with a bang.. tseries yoyo youtube,neutral,happy,0.58203244
Ye har school main jhandiyan q lage hoti hai roofs pay??? Hamaray skol main bhi lage hue. hain kiya koi reason hai???,neutral,anger,0.58168256
"Punjabi kbi ye sub Dekh ke vote ni deta, bs usko vote dete Jo jeet rha ho ,",neutral,anger,0.5814804
Bassi bhai tweet Everyone reply : koe sense hai iss baat ka?,anger,neutral,0.5813982
": nai chaiyeh humain barish, light bhi dafa hogai hai",sad,neutral,0.58064353
This is going to be India's first song to cross millions very fast just because of YO YO. Nam hi Kafi h trending m anne K liye to.,happy,neutral,0.58024937
Modi wala kya scene hai bhai? Kya bol raha hai?,neutral,anger,0.58001643
: Ye kia hy ap aik side par q nhe arahy q private or regular ko alag alag dekh rahe hain kia sirf apki nazar me regular,surprise,neutral,0.5798399
Chal issi khushi main party de Wase exam cancel ki v pending,happy,neutral,0.57951844
