text,token,attribution_score,true_label,predicted_label
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁sugar,0.04624003916978836,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁aur,-0.03357836231589317,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁flo,0.04096047207713127,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,ur,0.00859829131513834,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁report,0.05491381138563156,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁ka,-0.0026301408652216196,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁?,-0.1330210268497467,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,▁?,-0.12902547419071198,anger,anger
Us sy pehly inki iteefaq foundries the or tu or zakat lyta tha tmhra leader imran imran khan bhe or tahir ul qadri jaise uski masjid kay molvi ko aj millionaire hai or kya bna tmhre sugar aur flour report ka??,</s>,0.0,anger,anger
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,<s>,0.0,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁A,0.258282870054245,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,OA,-0.14766618609428406,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁agar,0.1371711939573288,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁kis,0.029863255098462105,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁ne,-0.0025080195628106594,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁apna,0.0909585952758789,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁infine,0.0025324770249426365,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,x,0.02703523077070713,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁ho,0.06169164925813675,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,te,0.03454866260290146,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁s,0.13360178470611572,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁compleet,0.0014549471670761704,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁box,-0.01325252652168274,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁ho,-0.08176255226135254,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁agar,-0.017587166279554367,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁tak,-0.10008730739355087,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁sale,0.7649412155151367,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁karna,0.33963543176651,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁ho,0.01873478665947914,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁to,0.03728540241718292,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁rab,-0.008042968809604645,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ta,0.027281496673822403,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁kare,0.0028283356223255396,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁la,0.12639427185058594,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,hore,0.026849323883652687,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁gar,0.03241106495261192,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,isha,0.08833321928977966,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ho,-0.06629824638366699,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁se,-0.0007131025195121765,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁hun,0.01762283779680729,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁mujh,-0.019057145342230797,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ay,-0.04298683628439903,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁din,0.06624314934015274,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁se,0.0437767468392849,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁pe,0.10716566443443298,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,h,0.009304544888436794,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ly,0.07247864454984665,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁pe,0.06960470229387283,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,h,-0.09977523982524872,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ly,0.04363396763801575,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁rab,0.001339076436124742,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ta,0.07212721556425095,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁kare,-0.05617152899503708,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁argent,-0.013231501914560795,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁za,-0.15709885954856873,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,ro,0.17334483563899994,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,orat,-0.00026135548250749707,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,▁hay,0.06413238495588303,neutral,neutral
AOA agar kis ne apna infinex hote s compleet box ho agar tak sale karna ho to rabta kare lahore garishaho se hun mujhay din se pehly pehly rabta kare argent zaroorat hay,</s>,0.0,neutral,neutral
s,<s>,0.0,neutral,neutral
s,▁s,-1.0,neutral,neutral
s,</s>,0.0,neutral,neutral
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,<s>,0.0,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁Hamar,-0.002291182056069374,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,i,-0.08241333067417145,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁gand,-0.04046713560819626,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,u,0.0666450709104538,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁filme,-0.42308926582336426,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁world,-0.03505174070596695,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁famous,-0.02578405849635601,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁hai,-0.019630251452326775,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁sa,0.010376074351370335,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,are,0.03217542544007301,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁fira,0.07422833144664764,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,ngi,-0.0665251836180687,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁YouTube,-0.045626185834407806,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁pe,-0.06055226922035217,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁reaction,0.13251473009586334,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁de,0.07880213111639023,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁rhe,0.0067642126232385635,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁hai,-0.08947521448135376,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁,0.20508387684822083,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,.,0.009437321685254574,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁Tu,0.5311675667762756,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,mhar,-0.05293765291571617,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,e,0.1467985212802887,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ba,0.11474058032035828,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,ap,0.04002584144473076,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁Turkey,0.10398338735103607,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ki,0.3381170332431793,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁film,-0.000346754037309438,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁industry,-0.13620179891586304,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ko,0.04327358677983284,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁koi,0.06322453916072845,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ni,0.09434578567743301,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ja,0.2229895144701004,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,anta,-0.06205268204212189,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁,0.06676825135946274,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,.,-0.037393562495708466,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁Bollywood,-0.06605145335197449,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ko,-0.001829843851737678,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ob,-0.35530686378479004,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,ama,-0.06890592724084854,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁trump,0.09727775305509567,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁sara,-0.04720287024974823,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁world,0.019787628203630447,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁ja,-0.026396866887807846,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,anta,-0.04805240407586098,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁hai,0.12247911840677261,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,▁,0.0401342436671257,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,.,-0.09401426464319229,anger,anger
Hamari gandu filme world famous hai saare firangi YouTube pe reaction de rhe hai. Tumhare baap Turkey ki film industry ko koi ni jaanta. Bollywood ko obama trump sara world jaanta hai.,</s>,0.0,anger,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,<s>,0.0,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁Are,0.3182336091995239,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,y,-0.16396382451057434,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁sana,-0.1467788964509964,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁live,-0.11239929497241974,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁ay,0.11553344130516052,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,i,0.041916102170944214,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁thi,0.005970564670860767,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁us,-0.015010649338364601,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,ne,0.029655059799551964,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁bola,0.07775579392910004,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁bhu,0.314596563577652,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,la,-0.06287944316864014,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁dung,-0.00479917274788022,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,a,0.04354071989655495,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁m,-0.1523730456829071,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁complete,0.04436308518052101,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁kara,0.10262095928192139,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,o,0.03901481255888939,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁to,0.06356501579284668,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁u,-0.058071527630090714,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,ske,-0.018536098301410675,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁fans,-0.00983791146427393,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁kah,-0.038270942866802216,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁rhe,0.15268389880657196,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁hai,-0.3273836076259613,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁si,-0.07914011180400848,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,d,0.06509343534708023,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁ko,0.004362373612821102,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁koi,0.003792510600760579,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁fra,0.08744856715202332,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,k,-0.04000180587172508,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,▁na,9.821002095122822e-06,neutral,anger
Arey sana live ayi thi usne bola bhula dunga m complete karao to uske fans kah rhe hai sid ko koi frak nai padta ye gana ga rhi h,i,0.09871606528759003,neutral,anger
