text,label,text_clean
"Brother your all videos is nice. Ye aik alaga bat h k videos achi h, and all people will say after watch, ah nice? But brother featuring your video is that animation can be seen. Stay blessings my dear brother",happy,"Brother your all videos is nice. Ye aik alaga bat h k videos achi h, and all people will say after watch, ah nice? But brother featuring your video is that animation can be seen. Stay blessings my dear brother"
Song mind main aya shayad,neutral,Song mind main aya shayad
Q Mobile SP0 is very very best mobile jo k maH battery wala hy aur iski khas bat power bank hy jis se dosra mob asani se charge ho jata hy aur is ki battery timing bhot achi hy aik bar charge kar k so jao poora hafta jitna marzi istimal karo isko koi parwa nai. mery khyal me is se best mobile koi ho hi nai sakta,happy,Q Mobile SP0 is very very best mobile jo k maH battery wala hy aur iski khas bat power bank hy jis se dosra mob asani se charge ho jata hy aur is ki battery timing bhot achi hy aik bar charge kar k so jao poora hafta jitna marzi istimal karo isko koi parwa nai. mery khyal me is se best mobile koi ho hi nai sakta
I saw this time par ab bhi bhi mera Dil nhi bhara,neutral,I saw this time par ab bhi bhi mera Dil nhi bhara
Aap sabhi se request hai jisne follow back nahi diya ho please apni apni list check karke follow kar de please aur jisne bhee unfollow kiya hai wo to zarur kar de It's request,neutral,Aap sabhi se request hai jisne follow back nahi diya ho please apni apni list check karke follow kar de please aur jisne bhee unfollow kiya hai wo to zarur kar de It's request
And I was in repeat mode. Kehna kya chahte ho ...,happy,And I was in repeat mode. Kehna kya chahte ho ...
Kon kon bar bar veiws chck kar rha h is gane ka .,neutral,Kon kon bar bar veiws chck kar rha h is gane ka .
: yeh kia ha yraa tm logo k bhii online pprs hongy kia koi btayee yrr,neutral,: yeh kia ha yraa tm logo k bhii online pprs hongy kia koi btayee yrr
Bhai sahi kaha....ab ho jane ka time aa gaya hai aur log ek hona shuru ho bhi gaye hai..Ek hokar in nafrat aur terrorism spread karne walo ko khatam karna hoga.,neutral,Bhai sahi kaha....ab ho jane ka time aa gaya hai aur log ek hona shuru ho bhi gaye hai..Ek hokar in nafrat aur terrorism spread karne walo ko khatam karna hoga.
"your videos are very good u give evidence and u prove it that,s why i love it sirf hawaye baatain nahe hoti keep up the good work brother",happy,"your videos are very good u give evidence and u prove it that,s why i love it sirf hawaye baatain nahe hoti keep up the good work brother"
Abhi tak Jan dhan khate mein Paisa nahin aaya kab tak Paisa aaega aur bol rahe hain ji dusri bar dal rahe hain labour card banaa hai usmein bhi Koi Paisa nahin aaya na uska koi sunvaee hua aap hi bataiye Kam nahin chal raha hai kharcha kahan se chalega kya karenge lebar,fear,Abhi tak Jan dhan khate mein Paisa nahin aaya kab tak Paisa aaega aur bol rahe hain ji dusri bar dal rahe hain labour card banaa hai usmein bhi Koi Paisa nahin aaya na uska koi sunvaee hua aap hi bataiye Kam nahin chal raha hai kharcha kahan se chalega kya karenge lebar
Friends mere pas qmobile m5 hy jis fresh halat me jis ne lyna ho is num py rabta kry,neutral,Friends mere pas qmobile m5 hy jis fresh halat me jis ne lyna ho is num py rabta kry
ek no song hai yaar,neutral,ek no song hai yaar
Bhai m honey ka fan tha but ab isse nhi ho rha,neutral,Bhai m honey ka fan tha but ab isse nhi ho rha
Dear sir DTC buses pm ke bad buses nahi mil rahi he kafi dikt ho rahi he please kuch buses aur chala do aur routes chhote hote he aur bus change karni hoti he bus kat time bhi kam he sham pm tak ho tohi ghar ja sakte he okhla se janak puri ki nhi h,neutral,Dear sir DTC buses pm ke bad buses nahi mil rahi he kafi dikt ho rahi he please kuch buses aur chala do aur routes chhote hote he aur bus change karni hoti he bus kat time bhi kam he sham pm tak ho tohi ghar ja sakte he okhla se janak puri ki nhi h
: Ghanta nahi hua kuch.. saale kab se lage hiye the himanshi ko defame kr k song k liye attention ki bheekh man,anger,: Ghanta nahi hua kuch.. saale kab se lage hiye the himanshi ko defame kr k song k liye attention ki bheekh man
Kya baat hai boss supper,happy,Kya baat hai boss supper
"Uff finally ,,,this is called the come back of the rap legend YO YO HONEY SINGH. ...ganna bhot dope hain vai....",happy,"Uff finally ,,,this is called the come back of the rap legend YO YO HONEY SINGH. ...ganna bhot dope hain vai...."
Sach mein langoor hai ye fake history ki dukaan,anger,Sach mein langoor hai ye fake history ki dukaan
Ye aur is ki beti liberals ki maai baap hai pata nhi Kon sa manhoos waqt that jb is n PTI join ki,anger,Ye aur is ki beti liberals ki maai baap hai pata nhi Kon sa manhoos waqt that jb is n PTI join ki
Osm song nice line. Jo gar tu bhi bdal gya to me mar hi java gi,sad,Osm song nice line. Jo gar tu bhi bdal gya to me mar hi java gi
": % yeh drama dekh k pehla khayal yahi aya mjy, k dushman sy zyada hmy apni safon me mojod",neutral,": % yeh drama dekh k pehla khayal yahi aya mjy, k dushman sy zyada hmy apni safon me mojod"
Aap bhi Sonu ho sir ji waise Sonu Naam ke log bahut kind hearted hote hai . Aaj pata chal gaya,happy,Aap bhi Sonu ho sir ji waise Sonu Naam ke log bahut kind hearted hote hai . Aaj pata chal gaya
Bhai tu na itna kya edit karna hota ha? Xd ma release howa tha to community develop karna ka liya free ha,neutral,Bhai tu na itna kya edit karna hota ha? Xd ma release howa tha to community develop karna ka liya free ha
Bro ya background music k kya naam ha can u plZzz mention,neutral,Bro ya background music k kya naam ha can u plZzz mention
"Brilliant work.... Is se achcha nahi ho sakta tha.....Citizen must be cooperate with government, police and health workers. Avoid politics, its time for support.",happy,"Brilliant work.... Is se achcha nahi ho sakta tha.....Citizen must be cooperate with government, police and health workers. Avoid politics, its time for support."
Sid ny kia like kia???,neutral,Sid ny kia like kia???
Kisi Bhai k pas is phone ka charger ho to plz contact me,neutral,Kisi Bhai k pas is phone ka charger ho to plz contact me
"""Job Interview"" interviewer: What Is your name? Me: John Cena interviewer: Lekin CV pay to Hamza likha hai. Me: To BC poocha kyon?",happy,"""Job Interview"" interviewer: What Is your name? Me: John Cena interviewer: Lekin CV pay to Hamza likha hai. Me: To BC poocha kyon?"
Rohit Bhai Hamara song tweet nhi kya aapne #BhaiBhai,neutral,Rohit Bhai Hamara song tweet nhi kya aapne BhaiBhai
App bss tweet karte rehna . Allah Ka khoof Kain en ki madad karein........koi Aqwamee motaheeda app ki nai sonnay wali,anger,App bss tweet karte rehna . Allah Ka khoof Kain en ki madad karein........koi Aqwamee motaheeda app ki nai sonnay wali
Sorry Humare pass apna til hai ...,neutral,Sorry Humare pass apna til hai ...
"How lucky they are, masha Allah",happy,"How lucky they are, masha Allah"
Awesome song yar hila diya baba aapne ...yo yo is back,happy,Awesome song yar hila diya baba aapne ...yo yo is back
Awe bhaijaan love u killed bap bap hota he,happy,Awe bhaijaan love u killed bap bap hota he
Mera weight ho gya hai thoda bhari.,neutral,Mera weight ho gya hai thoda bhari.
Mjhe psnd aya sir ka b.....main hoon hero tera mjhe sir ka jda acha lgta h...,happy,Mjhe psnd aya sir ka b.....main hoon hero tera mjhe sir ka jda acha lgta h...
"crore har mpa ko milte Han sal k Arab crore Han ,ye sab kha jate Han....pher b awam inke khalif nai nikalti Han ,awam zamadar ha sab ka . Or sab zamadar Han BNP (m) ,np,sab political parties,2 Arab k tekhe mile Han kese k Bhai ko ajkal wo khamosh ha",anger,"crore har mpa ko milte Han sal k Arab crore Han ,ye sab kha jate Han....pher b awam inke khalif nai nikalti Han ,awam zamadar ha sab ka . Or sab zamadar Han BNP (m) ,np,sab political parties,2 Arab k tekhe mile Han kese k Bhai ko ajkal wo khamosh ha"
Sir hum log Ludhiana Me hai Rajistason kiya hua hai Hum logo me so adami ki train hai Sir meri Help kijiye Ki sare sath chale jaye Mo Sir please hours Time hai,neutral,Sir hum log Ludhiana Me hai Rajistason kiya hua hai Hum logo me so adami ki train hai Sir meri Help kijiye Ki sare sath chale jaye Mo Sir please hours Time hai
To Uzma ke gher me bethne se uska kiya Halal or Uzma ka kiya haram ho jayega? Bibi ye rape ka mamla nai ha jab raza mandi bahimi the to iss video me kuttay ke tarha Usman ko bhe petna chahye tha Uzma akeli ko nai.,anger,To Uzma ke gher me bethne se uska kiya Halal or Uzma ka kiya haram ho jayega? Bibi ye rape ka mamla nai ha jab raza mandi bahimi the to iss video me kuttay ke tarha Usman ko bhe petna chahye tha Uzma akeli ko nai.
Yani cheeni k kam paidawar k bawajood export ki ijazat de ... Jin se qeemat barhi or janhangeer tareen or khusro bakhtiyar or Moonis Elahi ne sabse ziada pese kamaye ... Export ki ijazat asad umer me de ... Begherat insan kabi inky khelaf b gaz lambi zuban se taqreer krlya kro,anger,Yani cheeni k kam paidawar k bawajood export ki ijazat de ... Jin se qeemat barhi or janhangeer tareen or khusro bakhtiyar or Moonis Elahi ne sabse ziada pese kamaye ... Export ki ijazat asad umer me de ... Begherat insan kabi inky khelaf b gaz lambi zuban se taqreer krlya kro
Dm main phenk di h detail,neutral,Dm main phenk di h detail
: kitni over hai yaar ye. isko do thappar maar k ek ginun mn. ajeeb.,anger,: kitni over hai yaar ye. isko do thappar maar k ek ginun mn. ajeeb.
Dec. Ko aag lgne wali h youtube pr King Yoyo Honey singh is Back,neutral,Dec. Ko aag lgne wali h youtube pr King Yoyo Honey singh is Back
Do option dekar game khel gaya wo,neutral,Do option dekar game khel gaya wo
Yeh Banda Zaroor Corona Corona Khelne Ke Mood Mein Hai !!,neutral,Yeh Banda Zaroor Corona Corona Khelne Ke Mood Mein Hai !!
Aslam o alikom dear sir Universities bhi education k hisa hn hm ko Bhi relive chaya Universities are already asking for fees and most parents are unable to pay this amounts please it's a humble request to take action.,neutral,Aslam o alikom dear sir Universities bhi education k hisa hn hm ko Bhi relive chaya Universities are already asking for fees and most parents are unable to pay this amounts please it's a humble request to take action.
Bc zeher h bhaii nice song god of rap is back,happy,Bc zeher h bhaii nice song god of rap is back
wah bhai kya kamaal phone hey. front camera to buhut hi zanrdast hey. +2. buhut achi selfie bnata hey. notch aur front camera k ilawa baqi note pro jesa hi hey. aur ajkal k dollar rate k hisaab se qeemat bhi buhut fit hey. ankhen band kar k ley lo. is qeemat main aesa phone pakistan main aur koi nhi hey.,neutral,wah bhai kya kamaal phone hey. front camera to buhut hi zanrdast hey. +2. buhut achi selfie bnata hey. notch aur front camera k ilawa baqi note pro jesa hi hey. aur ajkal k dollar rate k hisaab se qeemat bhi buhut fit hey. ankhen band kar k ley lo. is qeemat main aesa phone pakistan main aur koi nhi hey.
Wahan songhne main asani hoti Hai... Powder k sath taza Hawa maza dobala kr deti hai...,happy,Wahan songhne main asani hoti Hai... Powder k sath taza Hawa maza dobala kr deti hai...
Agr free education de di sb ko tu madam ap jese burger phir Mai ne O levels kiya howa hai kese kr pae gay ap log mushkil mai ajao gay bht bharam thanday par jae gay ap logo k,neutral,Agr free education de di sb ko tu madam ap jese burger phir Mai ne O levels kiya howa hai kese kr pae gay ap log mushkil mai ajao gay bht bharam thanday par jae gay ap logo k
Dear Sir... Challenge ho gea. Agar ap na aik haftey ma kar dikhaya to ma Allah ko hazir nazir jaan kar kehta hun k Noon league par lanat bhej k chor dunga. Awar agar na kar sakey to ap kia jurmano do gay? reply na kia to ham apki haar samjhengay.,neutral,Dear Sir... Challenge ho gea. Agar ap na aik haftey ma kar dikhaya to ma Allah ko hazir nazir jaan kar kehta hun k Noon league par lanat bhej k chor dunga. Awar agar na kar sakey to ap kia jurmano do gay? reply na kia to ham apki haar samjhengay.
"Sonu bhai , you are a very good example of a great Hindu man , doing help in this pandemic... Otherwise others are doing most heinous crimes.....",happy,"Sonu bhai , you are a very good example of a great Hindu man , doing help in this pandemic... Otherwise others are doing most heinous crimes....."
bhai tere ko jo krna h kr mujhe nhi smjhana tujhe kyoki tu already maan chuka h ke kon glt h to tujhe smjhane ka faayda nhi h kyoki abhi tk sirf bhaskar me hi news h aaj tak jese bde channels ne to news cover ki bhi nhi h kyoki facts check krege wo,anger,bhai tere ko jo krna h kr mujhe nhi smjhana tujhe kyoki tu already maan chuka h ke kon glt h to tujhe smjhane ka faayda nhi h kyoki abhi tk sirf bhaskar me hi news h aaj tak jese bde channels ne to news cover ki bhi nhi h kyoki facts check krege wo
So sad I wish kisi ki love story ki ending aisi na ho.,fear,So sad I wish kisi ki love story ki ending aisi na ho.
"Naa tujsa koi hai , naa hoga Tere hater honge mauga Tu hai sherr... Tere aage baki rapper bakri or bher Ek gaana nikalta nhi...tu to sb ko kar deta h dherr..... The unbeatable... The starr.... The one and onlyyy... YoYo Honeyyyy singhhhhhh",happy,"Naa tujsa koi hai , naa hoga Tere hater honge mauga Tu hai sherr... Tere aage baki rapper bakri or bher Ek gaana nikalta nhi...tu to sb ko kar deta h dherr..... The unbeatable... The starr.... The one and onlyyy... YoYo Honeyyyy singhhhhhh"
Khtm bna dia bai me sb kuch....yoyoback Utube hang in min.,neutral,Khtm bna dia bai me sb kuch....yoyoback Utube hang in min.
chini churo yeh batio jb tum logo na subsidy di ti cheni kasi manghi hoi??? unho na subsidy tu chini sasti di phir be wo chur hur tum loog pak saaf jinho na ki checni tk la ga. wah rahay munafiqat tara hee aasra,anger,chini churo yeh batio jb tum logo na subsidy di ti cheni kasi manghi hoi??? unho na subsidy tu chini sasti di phir be wo chur hur tum loog pak saaf jinho na ki checni tk la ga. wah rahay munafiqat tara hee aasra
Bhai kya talent hai... dialogues and performance behetareen,happy,Bhai kya talent hai... dialogues and performance behetareen
honey Bhai nice video but aap isse accha kar sakte ho best of luck,happy,honey Bhai nice video but aap isse accha kar sakte ho best of luck
Hi friends. i wanna purchase this cell phone with months warranty having. infinix hot note pro my range is to if any one want to sale contact on my no lahore,neutral,Hi friends. i wanna purchase this cell phone with months warranty having. infinix hot note pro my range is to if any one want to sale contact on my no lahore
agr koi ka Noir LT0 mobile dena chahta he to muj se rabta kare. thanks,neutral,agr koi ka Noir LT0 mobile dena chahta he to muj se rabta kare. thanks
jis jis ko song acha lga hit like button if u interest in games plz visit to my channel,neutral,jis jis ko song acha lga hit like button if u interest in games plz visit to my channel
Hit like jinhone video dekhne se pehle like kiya,neutral,Hit like jinhone video dekhne se pehle like kiya
#Lockdown4 bhi announce ho gya hai bhailog,neutral,Lockdown4 bhi announce ho gya hai bhailog
#AatmanirbharBharat #Aatmanirbharhindu ye v follow karna hai..,neutral,AatmanirbharBharat Aatmanirbharhindu ye v follow karna hai..
G bilkul m b ni prna chah rha likn muje ap ki inthai na munasib lgi. Unfollowed.,neutral,G bilkul m b ni prna chah rha likn muje ap ki inthai na munasib lgi. Unfollowed.
#D&amp;#B #Indian log #Bhuk se mar rahe hai.....tum ye #Draama dikha rahe,anger,D&amp;B Indian log Bhuk se mar rahe hai.....tum ye Draama dikha rahe
sun be BnD tu BnD hi rhega neutral debate to kr ya channel change kre.,neutral,sun be BnD tu BnD hi rhega neutral debate to kr ya channel change kre.
King is back ek like to bnta h king k liye,neutral,King is back ek like to bnta h king k liye
Rahim yar khan main agr koi note pro for sail he to es nmbr pr contact kren...02,neutral,Rahim yar khan main agr koi note pro for sail he to es nmbr pr contact kren...02
Media coverage to ye bhi h. Dunia se wah wah loot lo,neutral,Media coverage to ye bhi h. Dunia se wah wah loot lo
Yar. Thoda sa lyris ni achii h.... As compared to like that high rated gabru,neutral,Yar. Thoda sa lyris ni achii h.... As compared to like that high rated gabru
"""Is sheher mein wo koi baraat ho ya vardaat, ab kisi bhi baat par khulti nahi hain khidkiyaan"" Dushyant Kumar #MigrantLabourers #coronavirus #MigrantLivesMatter #MigrantsOnTheRoad #MigrantWorkers",neutral,"""Is sheher mein wo koi baraat ho ya vardaat, ab kisi bhi baat par khulti nahi hain khidkiyaan"" Dushyant Kumar MigrantLabourers coronavirus MigrantLivesMatter MigrantsOnTheRoad MigrantWorkers"
Kia guarantee hai ahmed he hoga ?,neutral,Kia guarantee hai ahmed he hoga ?
Mujha is ki aik bat buri lagti... Girls ki bari tareef karta ha aur hum mardon ko puchta bhi nai...bloody #Thurkiologist,anger,Mujha is ki aik bat buri lagti... Girls ki bari tareef karta ha aur hum mardon ko puchta bhi nai...bloody Thurkiologist
I live in new York Bhai. Jhoot bolna tumari adat Lahti hein,anger,I live in new York Bhai. Jhoot bolna tumari adat Lahti hein
Sharam karo bacha Khan ka nawasa kho kar manshiyaat faroosho ke ghaar jaty kho awar won ko party join karny ke liye kehty kho Sher Ali awar nasir Ali drug dealers Tangi . ANP ko tabah karny mai tera haat hai . Bacha Khan ke falsafy par vote mangty kho likan Amal nahi karty. Shame,anger,Sharam karo bacha Khan ka nawasa kho kar manshiyaat faroosho ke ghaar jaty kho awar won ko party join karny ke liye kehty kho Sher Ali awar nasir Ali drug dealers Tangi . ANP ko tabah karny mai tera haat hai . Bacha Khan ke falsafy par vote mangty kho likan Amal nahi karty. Shame
Yar Twitter pe nhee adalat me paish kro Warna sab dramaa saal se internet pe hee post aa rahee Hain Adalat me jaty Kyu nhee bhaai,neutral,Yar Twitter pe nhee adalat me paish kro Warna sab dramaa saal se internet pe hee post aa rahee Hain Adalat me jaty Kyu nhee bhaai
"Yeh hai kaun ? Kyun yeh humari mazhabi safaqat o tarbiyat ke sath khel raha hai ? Yeh qadiyani lobby ka harkara hai Jo Hume yeh batana chahta hai ke "" Nauzebillah "" science DEEN se barthar hai !!!! Chand dhaikna aik purani rasam hai !!!! Allah ki qasam yeh aik Kanzir ki aulad hai",anger,"Yeh hai kaun ? Kyun yeh humari mazhabi safaqat o tarbiyat ke sath khel raha hai ? Yeh qadiyani lobby ka harkara hai Jo Hume yeh batana chahta hai ke "" Nauzebillah "" science DEEN se barthar hai !!!! Chand dhaikna aik purani rasam hai !!!! Allah ki qasam yeh aik Kanzir ki aulad hai"
I love this song this r amazing song kismat badalti hain sab ki heart touching video song,neutral,I love this song this r amazing song kismat badalti hain sab ki heart touching video song
Arooma jeeti? Aesi cheater hai na yeh Ammarah tobah tobah,neutral,Arooma jeeti? Aesi cheater hai na yeh Ammarah tobah tobah
Jab se gaane ki video dekhi hai I can't stop thinking about the sad story one like for the girl,sad,Jab se gaane ki video dekhi hai I can't stop thinking about the sad story one like for the girl
That's what makes him bold writer yeh tou kuch bhi nahi hai I've this book manto k afsaanay esi esi batain likhi han k banda bayan nahi kar sakta,surprise,That's what makes him bold writer yeh tou kuch bhi nahi hai I've this book manto k afsaanay esi esi batain likhi han k banda bayan nahi kar sakta
: #ArrestSambitPatra Iske liye mental hospital hi best option hai.,neutral,: ArrestSambitPatra Iske liye mental hospital hi best option hai.
Chaloo ammarmasood sb aap bata dain Corona phelny ki zumadari kis py dhalna chayee....wasay acha tha government lockdown ease na karti or gurba bhukay Marty tu Kia tha ....thora sa Sharm o haya karo...,anger,Chaloo ammarmasood sb aap bata dain Corona phelny ki zumadari kis py dhalna chayee....wasay acha tha government lockdown ease na karti or gurba bhukay Marty tu Kia tha ....thora sa Sharm o haya karo...
Jo jahan hai government ko wahan food provide jarna tha ... But hume to master strokes marne hai .. humko koi planning aati nahi ... Kya laga tha din main control kar loge ... Itna easy tha ?,anger,Jo jahan hai government ko wahan food provide jarna tha ... But hume to master strokes marne hai .. humko koi planning aati nahi ... Kya laga tha din main control kar loge ... Itna easy tha ?
Hm Slam pesh krtay hen jnab Prince Anjum sb ko k Unhon ne Murad Raas ko aina Dikhaya and Pef Partners k Haqooq ki baat ki.,happy,Hm Slam pesh krtay hen jnab Prince Anjum sb ko k Unhon ne Murad Raas ko aina Dikhaya and Pef Partners k Haqooq ki baat ki.
: bhut hai acchi sachi soch ke malik hai god bless,happy,: bhut hai acchi sachi soch ke malik hai god bless
Agar koi infinix zero k saath exchange karna chahey to.,neutral,Agar koi infinix zero k saath exchange karna chahey to.
Mn prha krti thi par ab Imran khan ne use b farig kr dia hai bakki chil,neutral,Mn prha krti thi par ab Imran khan ne use b farig kr dia hai bakki chil
Help me sir main electrician worker hun mere abhi tak khate mein rupaye Nahin Aaye please sar help me,neutral,Help me sir main electrician worker hun mere abhi tak khate mein rupaye Nahin Aaye please sar help me
Iska print lekar pechwade me lele Bhikharion ki koi aukat nahi hoti,anger,Iska print lekar pechwade me lele Bhikharion ki koi aukat nahi hoti
Imagin you falling in love with someone and then finding out they make cups of tea this colour... TP: phir aap kya karenge ? Me: thappad de thappad..,neutral,Imagin you falling in love with someone and then finding out they make cups of tea this colour... TP: phir aap kya karenge ? Me: thappad de thappad..
Bhai mayray freedom milti hai hm insaan us ka najaiz faida utta Tay hn Aur utta rahay hn discipline hota hai ap daikhna ye log buhat taraqee karain gay un country may u s a jaisa mulk nai ja sakta power aur mulk se muhabbat hai un ko hm azaad ho k b kon sa teer Mar rahay hn baki thanks God hm Muslim hn ye he Kafi hai aur Pakistani I love my country very much stay blessed,neutral,Bhai mayray freedom milti hai hm insaan us ka najaiz faida utta Tay hn Aur utta rahay hn discipline hota hai ap daikhna ye log buhat taraqee karain gay un country may u s a jaisa mulk nai ja sakta power aur mulk se muhabbat hai un ko hm azaad ho k b kon sa teer Mar rahay hn baki thanks God hm Muslim hn ye he Kafi hai aur Pakistani I love my country very much stay blessed
Master Ji taught us Dogs who barks seldom bites. saal ho gye ab to kat lo kisi ko.,anger,Master Ji taught us Dogs who barks seldom bites. saal ho gye ab to kat lo kisi ko.
Great Bro ... Can You Please Tell me . Aap Konsa Voice Recorder Use Karte Ho,neutral,Great Bro ... Can You Please Tell me . Aap Konsa Voice Recorder Use Karte Ho
All indians have the same mindset- paisa hai toh jaan bavh jayegi ilaj mil jayega! The current situation is known to everyone. Please take back this order. It is my prayer to you.Whatever is the equation we need you Sir. Sincerely Yours,neutral,All indians have the same mindset- paisa hai toh jaan bavh jayegi ilaj mil jayega! The current situation is known to everyone. Please take back this order. It is my prayer to you.Whatever is the equation we need you Sir. Sincerely Yours
Wow awesome song thanks yo yo phirse itna Maza dena k liye,happy,Wow awesome song thanks yo yo phirse itna Maza dena k liye
Kisi bhi news channel ki link de do jisme likha ho k larza mafi hua hai.,neutral,Kisi bhi news channel ki link de do jisme likha ho k larza mafi hua hai.
"Kya Hoga Baje? Curfew, Lockdown ya Kuch Aur",neutral,"Kya Hoga Baje? Curfew, Lockdown ya Kuch Aur"
Hy friends....I have this mobile tu m apko btana chahta hn yeh mobile bht acha,happy,Hy friends....I have this mobile tu m apko btana chahta hn yeh mobile bht acha
"maria kuch naya hi karti hai, i love this girl",happy,"maria kuch naya hi karti hai, i love this girl"
Fake news ... thori c aqal ayr research b kbi kbi insan ko kr leni chahiye q k bnda zaleel nai hota baad me.,anger,Fake news ... thori c aqal ayr research b kbi kbi insan ko kr leni chahiye q k bnda zaleel nai hota baad me.
Ma factory cig ghr pary hai,neutral,Ma factory cig ghr pary hai
would number music video ever Is video BILLION Vews jaldi complete kar legi YO YO YO YO YO YO YO,neutral,would number music video ever Is video BILLION Vews jaldi complete kar legi YO YO YO YO YO YO YO
Adalat ny tu Bhutto ko mar deya pir kaha ghalat howa .... inhi adalaton ny NS ko Death sentence be deya ta pir uska kya bana ????,neutral,Adalat ny tu Bhutto ko mar deya pir kaha ghalat howa .... inhi adalaton ny NS ko Death sentence be deya ta pir uska kya bana ????
Hit like here for yo yo... Nd kaun aya hai..yo yo ka naam padhke..???,neutral,Hit like here for yo yo... Nd kaun aya hai..yo yo ka naam padhke..???
Mujhe to lag raha hai hume is baar August ko Hee Azadi Milegi. #Lockdown #Quarantine,neutral,Mujhe to lag raha hai hume is baar August ko Hee Azadi Milegi. Lockdown Quarantine
mujhy front panel chahye mean touch iska any one have just call me or text me\r\n3,neutral,mujhy front panel chahye mean touch iska any one have just call me or text me\r\n3
Apka gaana best of the year hoga,happy,Apka gaana best of the year hoga
what ever that is but ap pehle shioon k to bhai ban jao. recently a famous page got down. just because of sec background music. ab koi uth k itna acha kaam ker raha ha to ap bajaye usko support kerne k uska page hi ura do. AND believe me muharram ko paise lene wale,neutral,what ever that is but ap pehle shioon k to bhai ban jao. recently a famous page got down. just because of sec background music. ab koi uth k itna acha kaam ker raha ha to ap bajaye usko support kerne k uska page hi ura do. AND believe me muharram ko paise lene wale
: fuck ko fu*k likhnay se kam gunah hota hai?,happy,: fuck ko fu*k likhnay se kam gunah hota hai?
Quran me jis jamat ka zikar hi nai usy sabit krna chahie?? Quran me ALLAH AUR USKY RASOOl aur deen aur discipline bataya gaya hum se phele logon ka tazkara hai wahan kahi zikr nai hai k rasool k bd koi nabi ayega!! Wo khatamin nabiyeen hain. Chalo ek sawal aur.,neutral,Quran me jis jamat ka zikar hi nai usy sabit krna chahie?? Quran me ALLAH AUR USKY RASOOl aur deen aur discipline bataya gaya hum se phele logon ka tazkara hai wahan kahi zikr nai hai k rasool k bd koi nabi ayega!! Wo khatamin nabiyeen hain. Chalo ek sawal aur.
asslam o alaikum friends ...infinix hot with complte box and accessories % new condition available just days standby use...contact with me haider sultan..faisalabad..01,neutral,asslam o alaikum friends ...infinix hot with complte box and accessories % new condition available just days standby use...contact with me haider sultan..faisalabad..01
ThankQ Honey bhaiya bahut din se iss song ka wait kar raha tha kam se kam aapne iska trailer deke intezar to khatam kiya love uhh so much Honey bhaiya & T-Series,happy,ThankQ Honey bhaiya bahut din se iss song ka wait kar raha tha kam se kam aapne iska trailer deke intezar to khatam kiya love uhh so much Honey bhaiya & T-Series
Hamesha jitna expect kartai utna atcha nhi rehta,sad,Hamesha jitna expect kartai utna atcha nhi rehta
Dhamkaa hogyaa brown girl seh Mera Mann nhi bhartaaa,neutral,Dhamkaa hogyaa brown girl seh Mera Mann nhi bhartaaa
Kya achche din aane wale hai...like karan-Arjun,happy,Kya achche din aane wale hai...like karan-Arjun
Honey Singh level hai bro to good,happy,Honey Singh level hai bro to good
Hahaha fauji ki Bewaon ka bh ehtraam h woh hnaari hifaazat krty hn No doubt prr is mn koi Shaq nh k Fauj ny is mulk ko Apny boot k neechy bh rakha hva h kayi bar Army walo ny civilians ko maara pr kbi koi Action nh hva is bar bh aisa hga... Ab unk ghr waly maren gy civilians ko,anger,Hahaha fauji ki Bewaon ka bh ehtraam h woh hnaari hifaazat krty hn No doubt prr is mn koi Shaq nh k Fauj ny is mulk ko Apny boot k neechy bh rakha hva h kayi bar Army walo ny civilians ko maara pr kbi koi Action nh hva is bar bh aisa hga... Ab unk ghr waly maren gy civilians ko
"Hello, Hum jante hain ke is maslay se deal karna aap ke liye asaan nahin ho ga aur hamein afsos hai ke aap ko is marhalay se guzarna parr raha hai. Please apni connection details hum se DM main share karein takay apka masla jald hal ho jaye.",neutral,"Hello, Hum jante hain ke is maslay se deal karna aap ke liye asaan nahin ho ga aur hamein afsos hai ke aap ko is marhalay se guzarna parr raha hai. Please apni connection details hum se DM main share karein takay apka masla jald hal ho jaye."
"Singaa(punjabi singer): Duniya saali itni hai ki agar koi insaan mehnat se kuch ban jata hai, toh chalakiyan(planning plotting) karte hai neeche giraane ke liye, par phir bhi konsa kuch ukhad loge!! Dedicating to Sana haters #EidMubarakShehnaaz #ShehnaazGill",anger,"Singaa(punjabi singer): Duniya saali itni hai ki agar koi insaan mehnat se kuch ban jata hai, toh chalakiyan(planning plotting) karte hai neeche giraane ke liye, par phir bhi konsa kuch ukhad loge!! Dedicating to Sana haters EidMubarakShehnaaz ShehnaazGill"
"Man liya hi sahi, kya bus kuch logon ko lane mein help nai. Karegi..man bas ko ghar pahuncha diya..kam se kam ko bachayega n...jo es kar gandi politics kar rha h...agar uski aukat h to bus line mein lga de...",anger,"Man liya hi sahi, kya bus kuch logon ko lane mein help nai. Karegi..man bas ko ghar pahuncha diya..kam se kam ko bachayega n...jo es kar gandi politics kar rha h...agar uski aukat h to bus line mein lga de..."
Want to sale my phone.. Q mobile B5... full months warranty.. full accessories.. only days used ... Location Lahore cell no,neutral,Want to sale my phone.. Q mobile B5... full months warranty.. full accessories.. only days used ... Location Lahore cell no
